#PIXEL  #BOARD  #CHANNEL  #MACROCELL L1  #ALL MACROCELLS  #ATTENUATION
17    0.680000    0    
18    0.680000    0    
19    0.480000    0    
20    0.680000    0    
21    0.680000    0    
22    0.480000    0    
23    0.680000    0    
24    0.480000    0    
25    0.480000    0    
26    0.680000    0    
27    0.880000    0    
28    0.680000    0    
29    0.680000    0    
30    0.680000    0    
31    0.880000    0    
32    0.480000    0    
33    0.680000    0    
34    0.680000    0    
35    0.480000    0    
36    0.680000    0    
37    0.480000    0    
38    0.680000    0    
39    0.480000    0    
40    0.680000    0    
41    0.480000    0    
42    0.680000    0    
43    0.480000    0    
44    0.680000    0    
45    0.680000    0    
46    0.480000    0    
47    0.680000    0    
48    0.680000    0    
49    0.680000    0    
50    0.480000    0    
51    0.480000    0    
52    0.480000    0    
53    0.680000    0    
54    0.480000    0    
55    0.680000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    0.710000    0    
2    0.510000    0    
3    0.710000    0    
4    0.510000    0    
5    0.710000    0    
6    0.710000    0    
7    0.710000    0    
8    0.510000    0    
9    0.710000    0    
10    0.710000    0    
11    0.510000    0    
12    0.710000    0    
13    0.710000    0    
14    0.510000    0    
15    0.710000    0    
16    0.710000    0    
17    0.710000    0    
18    0.710000    0    
19    0.510000    0    
20    0.710000    0    
21    0.710000    0    
22    0.510000    0    
23    0.710000    0    
24    0.510000    0    
25    0.510000    0    
26    0.710000    0    
27    0.910000    0    
28    0.710000    0    
29    0.710000    0    
30    0.710000    0    
31    0.910000    0    
32    0.510000    0    
33    0.710000    0    
34    0.710000    0    
35    0.510000    0    
36    0.710000    0    
37    0.510000    0    
38    0.710000    0    
39    0.510000    0    
40    0.710000    0    
41    0.510000    0    
42    0.710000    0    
43    0.510000    0    
44    0.710000    0    
45    0.710000    0    
46    0.510000    0    
47    0.710000    0    
48    0.710000    0    
49    0.710000    0    
50    0.510000    0    
51    0.510000    0    
52    0.510000    0    
53    0.710000    0    
54    0.510000    0    
55    0.710000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    0.740000    0    
2    0.540000    0    
3    0.740000    0    
4    0.540000    0    
5    0.740000    0    
6    0.740000    0    
7    0.740000    0    
8    0.540000    0    
9    0.740000    0    
10    0.740000    0    
11    0.540000    0    
12    0.740000    0    
13    0.740000    0    
14    0.540000    0    
15    0.740000    0    
16    0.740000    0    
17    0.740000    0    
18    0.740000    0    
19    0.540000    0    
20    0.740000    0    
21    0.740000    0    
22    0.540000    0    
23    0.740000    0    
24    0.540000    0    
25    0.540000    0    
26    0.740000    0    
27    0.940000    0    
28    0.740000    0    
29    0.740000    0    
30    0.740000    0    
31    0.940000    0    
32    0.540000    0    
33    0.740000    0    
34    0.740000    0    
35    0.540000    0    
36    0.740000    0    
37    0.540000    0    
38    0.740000    0    
39    0.540000    0    
40    0.740000    0    
41    0.540000    0    
42    0.740000    0    
43    0.540000    0    
44    0.740000    0    
45    0.740000    0    
46    0.540000    0    
47    0.740000    0    
48    0.740000    0    
49    0.740000    0    
50    0.540000    0    
51    0.540000    0    
52    0.540000    0    
53    0.740000    0    
54    0.540000    0    
55    0.740000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    0.770000    0    
2    0.570000    0    
3    0.770000    0    
4    0.570000    0    
5    0.770000    0    
6    0.770000    0    
7    0.770000    0    
8    0.570000    0    
9    0.770000    0    
10    0.770000    0    
11    0.570000    0    
12    0.770000    0    
13    0.770000    0    
14    0.570000    0    
15    0.770000    0    
16    0.770000    0    
17    0.770000    0    
18    0.770000    0    
19    0.570000    0    
20    0.770000    0    
21    0.770000    0    
22    0.570000    0    
23    0.770000    0    
24    0.570000    0    
25    0.570000    0    
26    0.770000    0    
27    0.970000    0    
28    0.770000    0    
29    0.770000    0    
30    0.770000    0    
31    0.970000    0    
32    0.570000    0    
33    0.770000    0    
34    0.770000    0    
35    0.570000    0    
36    0.770000    0    
37    0.570000    0    
38    0.770000    0    
39    0.570000    0    
40    0.770000    0    
41    0.570000    0    
42    0.770000    0    
43    0.570000    0    
44    0.770000    0    
45    0.770000    0    
46    0.570000    0    
47    0.770000    0    
48    0.770000    0    
49    0.770000    0    
50    0.570000    0    
51    0.570000    0    
52    0.570000    0    
53    0.770000    0    
54    0.570000    0    
55    0.770000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    0.800000    0    
2    0.600000    0    
3    0.800000    0    
4    0.600000    0    
5    0.800000    0    
6    0.800000    0    
7    0.800000    0    
8    0.600000    0    
9    0.800000    0    
10    0.800000    0    
11    0.600000    0    
12    0.800000    0    
13    0.800000    0    
14    0.600000    0    
15    0.800000    0    
16    0.800000    0    
17    0.800000    0    
18    0.800000    0    
19    0.600000    0    
20    0.800000    0    
21    0.800000    0    
22    0.600000    0    
23    0.800000    0    
24    0.600000    0    
25    0.600000    0    
26    0.800000    0    
27    1.000000    0    
28    0.800000    0    
29    0.800000    0    
30    0.800000    0    
31    1.000000    0    
32    0.600000    0    
33    0.800000    0    
34    0.800000    0    
35    0.600000    0    
36    0.800000    0    
37    0.600000    0    
38    0.800000    0    
39    0.600000    0    
40    0.800000    0    
41    0.600000    0    
42    0.800000    0    
43    0.600000    0    
44    0.800000    0    
45    0.800000    0    
46    0.600000    0    
47    0.800000    0    
48    0.800000    0    
49    0.800000    0    
50    0.600000    0    
51    0.600000    0    
52    0.600000    0    
53    0.800000    0    
54    0.600000    0    
55    0.800000    0    

#Macrocel    #Threshold    #Rate[Hz]
1    0.830000    0    
2    0.630000    0    
3    0.830000    0    
4    0.630000    0    
5    0.830000    0    
6    0.830000    0    
7    0.830000    0    
8    0.630000    0    
9    0.830000    0    
10    0.830000    0    
11    0.630000    0    
12    0.830000    0    
13    0.830000    0    
14    0.630000    0    
15    0.830000    0    
16    0.830000    0    
17    0.830000    0    
18    0.830000    0    
19    0.630000    0    
20    0.830000    0    
21    0.830000    0    
22    0.630000    0    
23    0.830000    0    
24    0.630000    0    
25    0.630000    0    
26    0.830000    0    
27    1.030000    0    
28    0.830000    0    
29    0.830000    0    
30    0.830000    0    
31    1.030000    0    
32    0.630000    0    
33    0.830000    0    
34    0.830000    0    
35    0.630000    0    
36    0.830000    0    
37    0.630000    0    
38    0.830000    0    
39    0.630000    0    
40    0.830000    0    
41    0.630000    0    
42    0.830000    0    
43    0.630000    0    
44    0.830000    0    
45    0.830000    0    
46    0.630000    0    
47    0.830000    0    
48    0.830000    0    
49    0.830000    0    
50    0.630000    0    
51    0.630000    0    
52    0.630000    0    
53    0.830000    0    
54    0.630000    0    
55    0.830000    0    

#Macrocel     #Threshold 
1    0.230000 
2    0.030000 
3    0.230000 
4    0.030000 
5    0.230000 
6    0.230000 
7    0.230000 
8    0.030000 
9    0.230000 
10    0.230000 
11    0.030000 
12    0.230000 
13    0.230000 
14    0.030000 
15    0.230000 
16    0.230000 
17    0.230000 
18    0.230000 
19    0.030000 
20    0.230000 
21    0.230000 
22    0.030000 
23    0.230000 
24    0.030000 
25    0.030000 
26    0.230000 
27    0.430000 
28    0.230000 
29    0.230000 
